DATE,TMAX,AWND,PRCP,EVAP,DISTANCE_TO_FIRE_KM,RISK_LEVEL,tile_id,bbox
2022-09-16,35.0,18.8,0.0,7.09,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-09-17,34.2,16.5,0.0,6.95,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-09-18,34.1,16.0,0.0,6.74,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-09-19,35.5,15.0,0.0,6.8,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-09-20,36.3,15.5,0.0,7.4,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-09-21,35.7,20.4,0.0,6.84,89.60607136965501,1,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-09-22,34.3,18.3,0.0,6.34,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-09-23,36.7,14.1,0.0,6.08,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-09-24,37.6,10.8,0.0,5.78,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-09-25,38.8,12.4,0.1,6.8,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-09-26,38.6,13.4,0.0,7.4,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-09-27,37.3,15.0,0.0,5.8,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-09-28,38.9,14.5,0.0,6.48,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-09-29,35.3,19.8,0.0,5.51,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-09-30,35.5,20.3,0.0,5.46,89.60607136965501,1,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-01,34.7,13.4,0.0,5.33,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-02,33.5,12.1,0.0,4.95,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-03,34.3,14.5,0.0,5.4,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-04,34.5,14.4,0.0,5.2,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-05,34.5,20.9,0.0,5.51,89.60607136965501,1,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-06,34.8,17.1,0.0,6.09,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-07,31.4,23.2,0.3,4.74,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-08,31.6,14.8,0.0,4.81,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-09,31.9,11.2,0.0,4.55,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-10,32.0,12.0,0.0,5.17,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-11,33.0,14.8,0.0,5.31,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-12,32.7,15.6,0.0,4.9,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-13,34.4,20.5,0.0,6.14,89.60607136965501,1,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-14,34.2,18.1,0.0,5.94,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-15,33.3,24.1,4.1,4.29,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-16,24.9,10.5,8.3,3.08,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-17,27.7,14.4,0.0,3.88,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-18,29.3,15.1,0.0,4.39,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-19,29.6,15.3,0.0,4.51,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-20,31.0,16.6,0.0,4.7,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-21,31.1,17.9,0.0,5.23,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-22,29.4,28.5,0.0,5.43,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-23,25.6,34.4,0.0,5.16,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-24,21.5,17.6,0.0,4.85,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-25,23.5,12.3,0.0,4.18,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-26,25.6,11.7,0.0,4.31,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-27,24.8,16.5,0.0,4.58,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-28,22.8,11.3,0.0,3.66,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-29,25.6,12.2,0.0,4.44,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-30,27.5,16.8,0.0,4.91,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-10-31,27.0,9.0,0.0,4.31,89.60607136965501,0,CA_tile_03_2022,"(-116.7175, 32.53, -114.13, 34.9)"
2022-06-01,13.4,44.0,0.0,3.06,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-02,13.2,37.5,0.0,2.89,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-03,14.6,35.8,0.0,2.14,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-04,14.9,24.2,0.0,3.04,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-05,14.6,20.5,1.0,1.6,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-06,14.3,40.8,0.0,2.28,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-07,13.8,40.1,0.0,3.13,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-08,14.6,33.9,0.0,2.57,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-09,14.4,43.0,0.0,3.03,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-10,15.6,42.8,0.0,2.66,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-11,14.9,40.3,0.4,2.12,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-12,15.8,28.0,0.2,1.78,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-13,14.9,53.5,0.1,3.06,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-14,14.3,50.0,0.0,3.29,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-15,14.3,45.7,0.0,3.21,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-16,13.9,40.5,0.0,2.98,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-17,14.4,40.7,0.0,3.71,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-18,13.9,31.9,0.0,3.25,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-19,14.2,40.8,0.0,3.29,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-20,14.1,44.4,0.0,3.05,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-21,14.9,44.3,0.0,3.41,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-22,15.1,28.4,0.0,3.57,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-23,14.6,22.4,0.0,2.39,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-24,14.9,23.0,0.0,3.41,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-25,15.2,26.2,0.0,3.51,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-26,15.6,21.2,0.0,2.89,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-27,15.1,32.2,0.0,2.68,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-28,15.1,41.5,0.0,3.0,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-29,15.5,40.0,0.0,3.11,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-06-30,14.9,34.8,0.0,2.85,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-01,14.9,35.6,0.0,2.85,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-02,15.2,37.2,0.1,2.67,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-03,15.5,33.5,0.0,3.15,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-04,16.8,21.8,0.0,3.41,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-05,16.6,15.2,0.0,3.07,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-06,16.4,15.1,0.0,3.5,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-07,15.8,33.8,0.0,2.46,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-08,17.1,36.4,0.0,3.22,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-09,16.9,32.8,0.1,2.86,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-10,15.9,36.9,0.0,2.95,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-11,16.8,29.8,0.0,3.48,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-12,16.9,20.0,0.0,3.13,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-13,16.1,26.6,0.8,2.52,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-14,15.9,43.9,0.0,3.09,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-15,16.2,46.1,0.0,3.35,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-16,16.0,42.7,0.0,2.54,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-17,15.9,38.8,0.0,3.11,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-18,15.9,37.1,0.0,3.39,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-19,15.9,33.2,0.0,2.64,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-20,15.6,37.0,0.0,2.79,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-21,15.5,33.2,0.0,2.53,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-22,15.3,40.7,0.0,2.81,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-23,15.6,40.9,0.0,2.59,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-24,15.9,32.9,0.2,2.58,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-25,15.8,24.2,0.3,3.02,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-26,16.1,11.0,0.6,3.48,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-27,16.0,14.8,0.0,3.62,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-28,15.8,23.7,0.0,2.42,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-29,14.9,26.8,0.0,2.54,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-30,15.4,27.0,0.0,2.45,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-07-31,15.6,25.0,0.0,2.91,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-01,15.1,21.6,0.0,2.69,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-02,16.2,20.9,0.1,2.88,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-03,15.9,28.2,0.0,2.88,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-04,16.6,28.0,0.0,3.46,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-05,17.0,15.9,0.0,3.15,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-06,17.6,20.8,0.0,3.2,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-07,17.5,22.1,0.0,3.2,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-08,17.9,26.4,0.0,3.58,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-09,18.5,25.2,0.0,4.01,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-10,18.4,19.7,0.0,3.61,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-11,17.9,27.1,0.0,3.46,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-12,17.8,30.9,0.0,3.7,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-13,17.6,36.1,0.0,3.56,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-14,17.5,39.7,0.0,3.26,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-15,17.2,38.1,0.0,3.03,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-16,17.2,39.3,0.0,3.21,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-17,16.5,24.6,0.0,2.87,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-18,16.0,24.4,0.0,2.41,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-19,16.0,34.7,0.0,2.27,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-20,16.1,38.0,0.0,3.0,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-21,16.4,24.7,0.0,2.91,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-22,17.2,35.7,0.0,1.9,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-23,17.3,38.2,0.0,1.86,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-24,16.7,38.4,0.0,1.96,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-25,16.5,26.2,0.2,2.08,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-26,16.4,25.2,0.0,2.22,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-27,16.4,32.5,0.3,1.67,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-28,15.9,27.2,0.0,2.44,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-29,15.4,13.3,0.0,3.31,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-30,16.0,9.7,0.0,3.13,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-08-31,16.5,28.3,0.0,2.94,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-01,16.5,36.9,0.0,2.8,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-02,16.8,37.9,0.0,2.55,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-03,17.2,46.6,0.0,2.92,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-04,17.1,41.6,0.0,3.04,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-05,17.0,36.2,0.0,2.88,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-06,17.7,28.7,0.0,3.53,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-07,17.9,14.9,0.0,3.25,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-08,18.8,22.5,0.0,2.97,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-09,19.0,35.5,0.0,3.24,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-10,18.0,23.4,0.0,1.58,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-11,18.3,23.7,7.9,1.47,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-12,17.8,32.4,1.2,2.1,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-13,18.2,33.4,0.1,2.94,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-14,18.2,19.3,0.3,2.84,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-15,18.2,21.1,0.2,2.72,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-16,18.0,43.0,0.0,3.3,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-17,18.0,46.2,0.0,3.67,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-18,18.0,40.4,20.7,2.69,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-19,17.6,16.6,0.0,2.9,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-20,17.5,32.1,3.0,2.3,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-21,17.8,30.6,2.6,2.68,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-22,17.8,35.8,0.0,2.69,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-23,17.5,38.6,0.0,2.83,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-24,17.8,28.1,0.0,2.84,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-25,17.5,19.3,0.0,2.21,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-26,17.4,23.3,0.6,2.38,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-27,16.9,31.3,0.0,2.35,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-28,18.0,34.2,0.0,2.9,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-29,17.9,42.3,0.0,2.48,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-09-30,17.9,41.0,0.0,2.6,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-01,17.9,26.0,0.0,2.01,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-02,17.5,10.2,0.0,2.37,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-03,17.6,33.1,0.0,2.54,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-04,17.4,38.5,0.0,2.49,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-05,17.9,44.3,0.0,2.02,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-06,18.0,36.9,0.0,2.26,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-07,17.6,24.8,0.0,2.11,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-08,16.2,23.4,0.0,2.08,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-09,16.4,22.2,0.0,2.02,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-10,16.2,24.3,0.1,1.83,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-11,16.5,31.8,0.0,2.01,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-12,16.8,18.2,0.0,1.98,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-13,16.4,35.2,0.0,1.76,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-14,16.8,36.3,0.2,1.72,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-15,17.3,22.0,0.5,1.6,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-16,17.5,16.6,0.2,2.22,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-17,17.4,9.2,0.0,2.23,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-18,17.4,28.0,0.0,1.87,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-19,18.8,26.8,0.0,2.21,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-20,18.4,31.6,0.0,2.04,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-21,16.8,31.3,0.0,2.05,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-22,17.8,48.5,0.6,2.22,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-23,15.9,58.0,0.0,3.18,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-24,15.6,48.4,0.0,2.77,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
2022-10-25,16.9,34.2,0.0,2.28,119.42102190176054,0,CA_tile_04_2022,"(-124.48, 34.9, -121.8925, 37.269999999999996)"
